,OldIndex,IssueDate,PermitNo.,Ward,Parcel,Address,Owner,Contractor,WorkDescription,Cost,SNPNeighborhood(partial),TypeofWork(partial),TypeofStructure(partial)
113,11962,6/16/2016,16-M-00608,16,0030B00200000000,"3400 S WATER ST, PITTSBURGH, PA 15203",UPMC PRESBYTERIAN,RUTHRAUFF SAUER,ON A TWO STORY STRUCTURE ADD ONE 21.66' X 7.75' RTU AT THE NORTH WESTERLY SIDE,98000.0,,,
116,11991,6/17/2016,16-E-00818,2,0002B00051000000,"600 GRANT ST, PITTSBURGH, PA 15219",600 GS PROP LP,"HOFFMAN ELECTRIC, INC.",ELECTRICAL WORK ASSOCIATED WITH 16-B-,30000.0,,,
117,11993,6/17/2016,16-B-00986,2,0002B00051000000,"600 GRANT ST, PITTSBURGH, PA 15219",600 GS PROP LP,TEDCO CONSTRUCTION CORPORATION,"ON A 64 STORY STRUCTURE, INTERIOR RENOVATIONS OF 5580 SQ FT ON THE 10TH FLOOR",56000.0,,,
118,11994,6/17/2016,16-B-00986,2,0002B00051000000,"600 GRANT ST, PITTSBURGH, PA 15219",600 GS PROP LP,THE DESIGN ALLIANCE,"ON A 64 STORY STRUCTURE, INTERIOR RENOVATIONS OF 5580 SQ FT ON THE 10TH FLOOR",56000.0,,,
119,12001,6/17/2016,16-E-00818,2,0002B00051000000,"600 GRANT ST, PITTSBURGH, PA 15219",600 GS PROP LP,,ELECTRICAL WORK ASSOCIATED WITH 16-B-,30000.0,,,
120,12075,6/20/2016,16-F-00179,22,0023M00012000000,"320 E NORTH AVE, PITTSBURGH, PA 15212",ALLEGHENY GENERAL HOSPITAL,,REPLACEMENT DEVICES,25000.0,,,
121,12270,6/24/2016,16-E-00999,14,0052N00176000000,"4804 FORBES AVE, PITTSBURGH, PA 15213",PENNSYLVANIA HIGHER EDUCATION FACILITIESAUTHORITY,"FALLON ELECTRIC CO., INC.",ELECTRICAL ASSOCIATED WITH 16-B-01183,0.0,,,
122,12284,6/24/2016,16-OCC-00399,22,0008L00008000000,"115 FEDERAL ST, PITTSBURGH, PA 15212",SPORTS & EXHIBITION AUTH OF PITTSBURGH,,TEMP OCC,0.0,,,
124,12420,6/29/2016,16-M-00504,14,0052N00176000000,"4804 FORBES AVE, PITTSBURGH, PA 15213",PENNSYLVANIA HIGHER EDUCATION FACILITIESAUTHORITY,,HVAC ASSOCIATED WITH 16-B-01183,500.0,,,
125,12522,7/1/2016,16-F-00211,16,0030B00200000000,"3400 S WATER, PITTSBURGH, PA",UPMC PRESBYTERIAN,CLISTA ELECTRIC INC,INSTALL FIRE ALARM SYSTEM,5200.0,,,
128,12959,7/13/2016,16-B-01763,2,0001D00032000000,"600 PENN AVE, PITTSBURGH, PA 15222",PITTSBURGH SYMPHONY SOCIETY,MASCARO CONSTRUCTION COMPANY LP,INTERIOR RENOVATIONS TO 2000 FT SQ TO THE FIRST FLOOR ON A FIVE STORY STRUCTURE,450000.0,,,
129,13700,8/1/2016,16-B-02952,21,0022J00138000000,"1650 METROPOLITAN ST, PITTSBURGH, PA 15233",UPMC PRESBYTERIAN SHADYSIDE,MASCARO CONSTRUCTION COMPANY LP,INTERIOR DEMOLITION OF 14264 SQ FT ON 4TH FLOOR OF 4 STORY STRUCTURE,40000.0,,,
131,13914,8/1/2016,16-B-01896,22,0008L00008000000,"115 FEDERAL ST, PITTSBURGH, PA 15212",SPORTS & EXHIBITION AUTH OF PITTSBURGH,MASCARO CONSTRUCTION COMPANY LP,INTERIOR RENOVATIONS TO 6240 SQ FT IN OFFICE SPACE ON 2ND FLOOR OF ADMINISTRATION BUILDING TO BALL PARK FACILITY,675000.0,,,
133,13935,8/1/2016,16-S-00288,14,0052N00176000000,"4804 FORBES AVE, PITTSBURGH, PA 15213",PENNSYLVANIA HIGHER EDUCATION FACILITIESAUTHORITY,ADVANCED FIRE COMPANY INC,ANSUL SYSTEM WORK RELATED TO 16-M-00731 AND 16-B-00999,2100.0,,,
134,14536,8/1/2016,16-S-00261,14,0052N00176000000,"4804 FORBES, PITTSBURGH, PA",PENNSYLVANIA HIGHER EDUCATION FACILITIESAUTHORITY,FIRE FIGHTER SALES & SERVICE,,1865.0,,,
135,14587,8/1/2016,16-B-01594,22,0023M00012000000,"320 E NORTH AVE, PITTSBURGH, PA 15212",ALLEGHENY GENERAL HOSPITAL,JENDOCO CONST CORP,INTERIOR RENOVATIONS TO 2000 SQ FT TO ADD DOORS AND EXTEND WALLS TO CEILING TO CLOSE OFF CATH LAB ON 4TH FLOOR OF HOSPITAL,37000.0,,,
136,15410,9/1/2016,16-B-02659,21,0022J00138000000,"1650 METROPOLITAN ST, PITTSBURGH, PA 15233",UPMC PRESBYTERIAN SHADYSIDE,MASCARO CONSTRUCTION COMPANY LP,"ON A FOUR STORY STRUCTURE, INTERIOR RENOVATIONS ON THE FOURTH FLOOR OF 14,264 SQ FT",570000.0,,,
137,15411,9/1/2016,16-B-02659,21,0022J00138000000,"1650 METROPOLITAN ST, PITTSBURGH, PA 15233",UPMC PRESBYTERIAN SHADYSIDE,"INTEGRITY DESIGN, LLC","ON A FOUR STORY STRUCTURE, INTERIOR RENOVATIONS ON THE FOURTH FLOOR OF 14,264 SQ FT",570000.0,,,
138,15433,9/1/2016,16-E-00781,16,0030B00200000000,"3400 S WATER ST, PITTSBURGH, PA 15203",UPMC PRESBYTERIAN,"CLISTA ELECTRIC, INC.",ELECTRIC ASSOCIATED WITH 16-B-00539.,110355.0,,,
140,15510,9/1/2016,16-B-01900,2,0001D00080000000,"625 LIBERTY AVE, PITTSBURGH, PA 15222",LIBERTY AVENUE HOLDINGS LLC,"MBM CONTRACTING, INC",INTERIOR RENOVATIONS TO 9393 FT SQ ON THE 22ND STORY OF A 32 STORY STRUCTURE,90000.0,,,
141,16219,10/3/2016,16-M-01169,21,0022J00138000000,"1650 METROPOLITAN ST, PITTSBURGH, PA 15233",UPMC PRESBYTERIAN SHADYSIDE,SCALISE INDUSTRIES,"HVAC ASSOCIATED WITH 16-B-02659 - REPLACEMENT OF 17' 11"" X 11' RTU-3 AND 17' 11"" X 11' RTU-4 WITHIN SCREEN WALLS ON ROOF OF 4 STORY OFFICE BUILDING",190000.0,,,
142,16599,10/3/2016,16-B-03938,22,0023M00012000000,"320 E NORTH AVE, PITTSBURGH, PA 15212",ALLEGHENY GENERAL HOSPITAL,PHOENIX ROOFING INC,IN KIND ROOF REPAIRS AND REPLACMENT ON 3 STORY O.R. WING AT REAR OF HOSPITAL STRUCTURE,410000.0,,,
143,16707,10/3/2016,16-B-03339,2,0001D00032000000,"600 PENN AVE, PITTSBURGH, PA 15222",PITTSBURGH SYMPHONY SOCIETY,MASCARO CONSTRUCTION COMPANY LP,"(AMEND EXISTING PERMIT 16-B-01763 SCOPE OF INTERIOR WORK CHANGE) ON A FIVE STORY STRUCTURE, INTERIOR RENOVATIONS ON THE FIRST FLOOR",26244.0,,,
144,16930,10/3/2016,16-B-01634,22,0008L00008000000,"115 FEDERAL ST, PITTSBURGH, PA 15212",SPORTS & EXHIBITION AUTH OF PITTSBURGH,MASCARO CONSTRUCTION COMPANY LP,INTERIOR RENOVATIONS TO A 1455 FT SQ OF A MULTI LEVEL STRUCTURE,109429.0,,,
146,17093,11/1/2016,16-S-00457,7,0051R00150000000,"5230 CENTRE AVE, PITTSBURGH, PA 15232",SHADYSIDE HOSPITAL,PREFERRED FIRE PROTECTION INC,RELOCATE (4) SPRINKLERS,4900.0,,,
147,17131,11/1/2016,16-B-03437,22,0023M00012000000,"320 E NORTH AVE, PITTSBURGH, PA 15212",ALLEGHENY GENERAL HOSPITAL,"MBM CONTRACTING, INC",INTERIOR RENOVATIONS TO 915 LEVEL 01 (BASEMENT 1) OF A 13 STORY STRUCTURE,160000.0,,,
148,17351,11/1/2016,16-S-00444,22,0023M00012000000,"320 E NORTH AVE, PITTSBURGH, PA 15212",ALLEGHENY GENERAL HOSPITAL,PREFERRED FIRE PROTECTION INC,RELOCATE ONE SPRINKLER HEAD IN 4TH FLOOR CORRIDOR ASSOCIATED WITH 16-B-01594,3400.0,,,
149,17491,11/1/2016,16-F-00372,22,0008L00008000000,"115 FEDERAL ST, PITTSBURGH, PA 15212",SPORTS & EXHIBITION AUTH OF PITTSBURGH,LIGHTHOUSE ELECTRIC CO,FIRE ALARM HORN/STROBES BEING ADDED TO EXISTING SYSTEM FOR RENOVATED OFFICE AREA,3000.0,,,
151,17500,11/1/2016,16-S-00435,22,0008L00008000000,"115 FEDERAL ST, PITTSBURGH, PA 15212",SPORTS & EXHIBITION AUTH OF PITTSBURGH,GRUNAU COMPANY INC,ADD AND RELOCATE EXISTING SPRINKLERS TO SUIT NEW CEILING AND FLOOR PLANS,8000.0,,,
153,17539,11/1/2016,16-B-03321,22,0008L00008000000,"115 FEDERAL ST, PITTSBURGH, PA 15212",SPORTS & EXHIBITION AUTH OF PITTSBURGH,MASCARO CONSTRUCTION COMPANY LP,"ON EXISTING SPECTATOR FACILTY, INTERIOR RENOVATIONS TO EXISTING CONCESSION STAND OF 719 SQ FT",58645.0,,,
155,17544,11/1/2016,16-B-03323,22,0008L00008000000,"115 FEDERAL ST, PITTSBURGH, PA 15212",SPORTS & EXHIBITION AUTH OF PITTSBURGH,MASCARO CONSTRUCTION COMPANY LP,"ON AN EXISTING SPECTATOR FACILITY, INTERIOR RENOVATIONS TO CONSTRUCT NEW CONCESSION STAND OF 825 SQ FT",178420.0,,,
157,17588,11/1/2016,16-SGN-00199,16,0030B00200000000,"3200 SOUTH WATER ST, PITTSBURGH, PA 15210",UPMC PRESBYTERIAN,ADVANCE SIGN CO,NEW 598SQ. FT. WALL MOUNTED BUSINESS ID SIGN FOR UPMC ROONEY SPORTS COMPLEX,45000.0,,,
158,17767,11/1/2016,16-F-00401,21,0022J00138000000,"1650 METROPOLITAN ST, PITTSBURGH, PA 15233",UPMC PRESBYTERIAN SHADYSIDE,"FALLON ELECTRIC CO., INC.",FIRE ALARM ALTERATIONS,10000.0,,,
159,17768,11/1/2016,16-E-02368,21,0022J00138000000,"1650 METROPOLITAN ST, PITTSBURGH, PA 15233",UPMC PRESBYTERIAN SHADYSIDE,"FALLON ELECTRIC CO., INC.",ELECTRICAL WORK ASSOCIATED WITH 16-B-02659 - EXCLUDES OPTION STANDBY GENERATOR & ASSOCIATED DUCTBANK,450000.0,,,
160,17776,11/1/2016,16-S-00467,7,0051R00150000000,"5230 CENTRE AVE, PITTSBURGH, PA 15232",SHADYSIDE HOSPITAL,FIRE FIGHTER SALES & SERVICE,RELOCATE HEADS,2500.0,,,
161,17782,11/1/2016,16-M-01438,7,0051R00150000000,"5230 CENTRE AVE, PITTSBURGH, PA 15232",SHADYSIDE HOSPITAL,RUTHRAUFF SAUER,HVAC WORK RELATED TO 16-B-02189,19000.0,,,
162,17783,11/1/2016,16-M-01097,2,0001D00190000000,"620 LIBERTY AVE, PITTSBURGH, PA 15222",PITTSBURGH NATIONAL BANK,RUTHRAUFF SAUER,REVISING PERMIT #15-M-01164 WORK RELATED TO 16-B-02275,2875.0,,,
163,17936,11/1/2016,16-D-00296,4,0052N00293000000,"4630 FILMORE ST, PITTSBURGH, PA 15213",CARNEGIE MELLON UNIVERSITY,MASCARO CONTRACTING LP,RAZE 3 STORY SINGLE FAMILY DWELLING,18000.0,,,
164,18035,11/1/2016,16-PLC-00145,21,0022J00138000000,"1650 METROPOLITAN ST, PITTSBURGH, PA 15233",UPMC PRESBYTERIAN SHADYSIDE,,NEW PLACARD - 80 OCC,0.0,,,
165,18234,12/1/2016,16-F-00441,7,0051R00150000000,"5230 CENTRE AVE, PITTSBURGH, PA 15232",SHADYSIDE HOSPITAL,HANLON ELECTRIC COMPANY,RELATED TO 16-B-02854,6300.0,,,
166,18264,12/1/2016,16-M-01269,2,0001D00190000000,"620 LIBERTY AVE, PITTSBURGH, PA 15222",PITTSBURGH NATIONAL BANK,,HVAC ASSOCIATED WITH 16-B-03263,200000.0,,,
168,18433,12/1/2016,16-S-00523,22,0008L00008000000,"115 FEDERAL ST, PITTSBURGH, PA 15212",SPORTS & EXHIBITION AUTH OF PITTSBURGH,GRUNAU COMPANY INC,ADD AND RELOCATE SPRINKLERS ASSOCIATED WTIH 16-B-01634,2600.0,,,
170,18439,12/1/2016,16-S-00519,22,0008L00008000000,"115 FEDERAL ST, PITTSBURGH, PA 15212",SPORTS & EXHIBITION AUTH OF PITTSBURGH,GRUNAU COMPANY INC,REPLACE AND RELOCATE EXISTING SPRINKLERS TO SUITE NEW CEILING AND FLOOR PLANS RELATED 16-B-03321,1400.0,,,
172,18459,12/1/2016,16-B-03832,7,0051R00150000000,"5230 CENTRE AVE, PITTSBURGH, PA 15232",SHADYSIDE HOSPITAL,UPMC - PRESBYTERIAN HOSPITAL,INTERIOR RENOVATIONS TO THE FIRST FLOOR OF 750 SQ IN THE EAST WING OF EXISTING HOSPITAL STRUCTURE,50000.0,,,
173,18460,12/1/2016,16-B-03832,7,0051R00150000000,"5230 CENTRE AVE, PITTSBURGH, PA 15232",SHADYSIDE HOSPITAL,RADELET MCCARTHY INC.,INTERIOR RENOVATIONS TO THE FIRST FLOOR OF 750 SQ IN THE EAST WING OF EXISTING HOSPITAL STRUCTURE,50000.0,,,
174,18465,12/1/2016,16-S-00522,22,0008L00008000000,"115 FEDERAL ST, PITTSBURGH, PA 15212",SPORTS & EXHIBITION AUTH OF PITTSBURGH,GRUNAU COMPANY INC,ADD AND RELOCATE SPRINKLERS ASSOCIATED WITH 16-B-03315,2500.0,,,
176,18543,12/1/2016,16-S-00518,22,0008L00008000000,"115 FEDERAL ST, PITTSBURGH, PA 15212",SPORTS & EXHIBITION AUTH OF PITTSBURGH,GRUNAU COMPANY INC,TIE INTO EXISTING DRY SYSTEM ON SERVICE LEVEL TO SUPPLY NEW PIPE AND SPRINKLER HEADS FOR BEER ISLAND - RELATED TO 16-B-03323,6000.0,,,
178,18604,12/1/2016,16-B-02854,7,0051R00150000000,"5230 CENTRE AVE, PITTSBURGH, PA 15232",SHADYSIDE HOSPITAL,"RYCON CONSTRUCTION, INC","ON THE 5TH FLOOR OF A FIVE STORY STRUCTURE, INTERIOR RENOVATIONS OF 3760 SQ FT",286743.0,,,
179,18605,12/1/2016,16-B-02854,7,0051R00150000000,"5230 CENTRE AVE, PITTSBURGH, PA 15232",SHADYSIDE HOSPITAL,IKM INCORPORATED,"ON THE 5TH FLOOR OF A FIVE STORY STRUCTURE, INTERIOR RENOVATIONS OF 3760 SQ FT",286743.0,,,
180,18631,12/1/2016,16-E-02866,7,0051R00150000000,"5230 CENTRE AVE, PITTSBURGH, PA 15232",SHADYSIDE HOSPITAL,M & J ELECTRICAL CONTRACTING,ELECTRIC WORK ASSOCIATED WITH 16-B-02189,75000.0,,,
181,18632,12/1/2016,16-B-03301,2,0009P00165000000,"1100 LIBERTY AVE, PITTSBURGH, PA 15222",1100 LIBERTY OWNER LLC,MASCARO CONSTRUCTION COMPANY LP,"ON A 13 STORY STRUCTURE, INTERIOR RENOVATION TO EXISTING LEASING OFFICE TO CHANGE TO A FITNESS CENTER FOR TENANT USE ON THE SECOND FLOOR",195515.0,,,
183,18679,12/1/2016,16-M-01282,2,0009P00165000000,"1100 LIBERTY AVE, PITTSBURGH, PA 15222",1100 LIBERTY OWNER LLC,,"DEMOLITION OF EXISTING HEAT PUMPS, NEW HEAT PUMPS WITH SUPPLY / RETURN DUCTWORK, EXHAUST FAN SERVING RESTROOM & SHOWER",31575.0,,,
185,18703,12/1/2016,16-E-02577,2,0009P00165000000,"1100 LIBERTY AVE, PITTSBURGH, PA 15222",1100 LIBERTY OWNER LLC,M & J ELECTRICAL CONTRACTING,ELECTRIC ASSOCIATED WITH 16-E-02577,50000.0,,,
187,18731,12/1/2016,16-F-00411,2,0009P00165000000,"1100 LIBERTY AVE, PITTSBURGH, PA 15222",1100 LIBERTY OWNER LLC,M & J ELECTRICAL CONTRACTING,FIRE ALARM ASSOCIATED WITH 16-B-03301,5500.0,,,
189,19053,12/1/2016,16-M-01529,22,0008L00008000000,"115 FEDERAL ST, PITTSBURGH, PA 15212",SPORTS & EXHIBITION AUTH OF PITTSBURGH,RUTHRAUFF SAUER,MODIFY HVAC SYSTEM FOR NEW TENANT LAYOUT ASSOCIATED WITH 16-B-01896,56000.0,,,
191,19057,12/1/2016,16-F-00429,22,0008L00008000000,"115 FEDERAL ST, PITTSBURGH, PA 15212",SPORTS & EXHIBITION AUTH OF PITTSBURGH,CLISTA ELECTRIC INC,"INSTALL (1) MONITORING MODULE, (3) CONTROL MODULES, AND (1) SPEAKER/STROBE",3200.0,,,
193,19195,1/3/2017,16-B-03263,2,0001D00190000000,"620 LIBERTY AVE, PITTSBURGH, PA 15222",PITTSBURGH NATIONAL BANK,MASCARO CONSTRUCTION COMPANY LP,"INTERIOR RENOVATIONS TO 127,936 FT SQ ON 3RD, 4TH, 5TH, 6TH, 7TH, 8TH, 26TH, AND 29TH FLOORS IN A 34 STORY STRUCTURE",0.0,,,
196,19514,1/3/2017,16-E-03263,21,0022J00138000000,"1650 METROPOLITAN ST, PITTSBURGH, PA 15233",UPMC PRESBYTERIAN SHADYSIDE,"FALLON ELECTRIC CO., INC.",OPTIONAL STANDBY GENERATOR RELATED TO 16-B-02659 AND 16-E-02368,0.0,,,
197,19529,1/3/2017,16-B-04469,7,0051R00150000000,"5230 CENTRE AVE, PITTSBURGH, PA 15232",SHADYSIDE HOSPITAL,MASCARO CONSTRUCTION COMPANY LP,INTERIOR DEMOLITION OF 17000 SQ FT ON 3RD FLOOR OF 7 STORY WEST WING OF HOSPITAL STRUCTURE,161000.0,,,
198,19558,1/3/2017,16-B-04529,2,0009P00165000000,"1100 LIBERTY AVE, PITTSBURGH, PA 15222",1100 LIBERTY OWNER LLC,MASCARO CONSTRUCTION COMPANY LP,"(AMENDMENT TO 16-B-03301) ON A 13 STORY STRUCTURE, INTERIOR RENOVATION TO 2250 FT SQ OF EXISTING LEASING OFFICE TO CHANGE TO A FITNESS CENTER FOR TENANT USE ON THE SECOND FLOOR",195515.0,,,
200,19561,1/3/2017,16-E-02562,2,0001D00190000000,"620 LIBERTY AVE, PITTSBURGH, PA 15222",PITTSBURGH NATIONAL BANK,LIGHTHOUSE ELECTRIC,"POWER, DISTRIBUTION EQUIPMENT & LIGHTING ASSOCIATED WITH 16-B-03263",0.0,,,
203,19636,1/3/2017,16-E-02848,22,0008L00008000000,"115 FEDERAL ST, PITTSBURGH, PA 15212",SPORTS & EXHIBITION AUTH OF PITTSBURGH,LIGHTHOUSE ELECTRIC,POWER & LIGHTING RELATED TO 16-B-01896,120000.0,,,
205,19709,1/3/2017,16-M-01632,22,0008L00008000000,"115 FEDERAL ST, PITTSBURGH, PA 15212",SPORTS & EXHIBITION AUTH OF PITTSBURGH,HUCKSTEIN MECHANICAL SERVICES,HVAC RELATED TO 16-B-01634.,69505.0,,,
207,19710,1/3/2017,16-M-01631,22,0008L00008000000,"115 FEDERAL ST, PITTSBURGH, PA 15212",SPORTS & EXHIBITION AUTH OF PITTSBURGH,HUCKSTEIN MECHANICAL SERVICES,HVAC RELATED TO 16-B-03315.,25518.0,,,
209,19711,1/3/2017,16-M-01649,22,0008L00008000000,"115 FEDERAL ST, PITTSBURGH, PA 15212",SPORTS & EXHIBITION AUTH OF PITTSBURGH,HUCKSTEIN MECHANICAL SERVICES,"NEW HOOD, SHEET METAL WORK RELATED TO 16-B-01634.",27000.0,,,
211,19714,1/3/2017,16-M-01629,22,0008L00008000000,"115 FEDERAL ST, PITTSBURGH, PA 15212",SPORTS & EXHIBITION AUTH OF PITTSBURGH,HUCKSTEIN MECHANICAL SERVICES,HVAC RELATED TO 16-B-03321.,19941.0,,,
213,19742,1/3/2017,17-SGN-00014,21,0022J00138000000,"1650 METROPOLITAN ST, PITTSBURGH, PA 15233",UPMC PRESBYTERIAN SHADYSIDE,SIGN PRO INC,INSTALL TWO 9.5' X 5.75' GROUND SIGNS ON EASTERLY SIDE AND ONE 6.5' X 3' GROUND SIGN AT FRONT OF A MULTI STORY STRUCTURE,15000.0,,,
214,19744,1/3/2017,17-SGN-00013,21,0022J00138000000,"1650 METROPOLITAN ST, PITTSBURGH, PA 15233",UPMC PRESBYTERIAN SHADYSIDE,SIGN PRO INC,NEW 80 SQ. FT. WALL MOUNTED BUSINESS ID SIGN,20000.0,,,
215,19801,1/3/2017,16-S-00509,22,0008L00008000000,"115 FEDERAL ST, PITTSBURGH, PA 15212",SPORTS & EXHIBITION AUTH OF PITTSBURGH,"ABCO FIRE PROTECTION, INC.",INSTALL ANSUL WET CHEM HOOD FIRE SUPPRESSION SYSTEM RELATED TO NEW COOKING HOOD 16-M-01649,3500.0,,,
217,19869,1/3/2017,16-E-03322,22,0008L00008000000,"115 FEDERAL ST, PITTSBURGH, PA 15212",SPORTS & EXHIBITION AUTH OF PITTSBURGH,LIGHTHOUSE ELECTRIC CO,"ELECTRICAL OUTLETS, DISCONNECT, LIGHTING ASSOCIATED WITH 16-B-04317",455000.0,,,
219,19973,1/3/2017,17-F-00009,2,0009P00165000000,"1100 LIBERTY AVE, PITTSBURGH, PA 15222",1100 LIBERTY OWNER LLC,M & J ELECTRICAL CONTRACTING,AMEND EXISTING PERMIT 16-F-00411,6500.0,,,
221,19989,1/3/2017,16-E-02339,2,0001D00032000000,"600 PENN AVE, PITTSBURGH, PA 15222",PITTSBURGH SYMPHONY SOCIETY,LIGHTHOUSE ELECTRIC,POWER & CONTROL WIRING RELATED TO 16-B-01763,15000.0,,,
222,20049,1/3/2017,16-M-01694,2,0009P00165000000,"1100 LIBERTY AVE, PITTSBURGH, PA 15222",1100 LIBERTY OWNER LLC,,AMENDMENT TO 16-M-01282 - HVAC RELATED TO 16-B-04529,31575.0,,,
224,20129,1/3/2017,16-E-03241,22,0008L00008000000,"115 FEDERAL ST, PITTSBURGH, PA 15212",SPORTS & EXHIBITION AUTH OF PITTSBURGH,CLISTA ELECTRIC INC,"ELECT WIRING, OUTLETS, LIGHTNG IN 'MARKET' CONCENSSION - MAIN CONCOURSE",82600.0,,,
226,20131,1/3/2017,16-E-03237,22,0008L00008000000,"115 FEDERAL ST, PITTSBURGH, PA 15212",SPORTS & EXHIBITION AUTH OF PITTSBURGH,CLISTA ELECTRIC INC,"ELECT WIRING, OUTLETS, LIGHTNG IN ""BEER ISLAND"" CONCENSSIONS - MAIN CONCOURSE",18500.0,,,
228,20158,1/3/2017,16-E-03239,22,0008L00008000000,"115 FEDERAL ST, PITTSBURGH, PA 15212",SPORTS & EXHIBITION AUTH OF PITTSBURGH,CLISTA ELECTRIC INC,"ELECT WIRING, OUTLETS, LIGHTNG IN ""ICE CREAM SHOPPE"" CONCENSSION - MAIN CONCOURSE",22325.0,,,
230,20163,1/3/2017,16-E-03236,22,0008L00008000000,"115 FEDERAL ST, PITTSBURGH, PA 15212",SPORTS & EXHIBITION AUTH OF PITTSBURGH,CLISTA ELECTRIC INC,"ELECT WIRING, OUTLETS, LIGHTNG IN ""SWEET SPOT"" CONCENSSIONS - MAIN CONCOURSE",38425.0,,,
232,20423,2/1/2017,16-B-04317,22,0008L00008000000,"115 FEDERAL ST, PITTSBURGH, PA 15212",SPORTS & EXHIBITION AUTH OF PITTSBURGH,MASCARO CONSTRUCTION COMPANY LP,INTERIOR RENOVATIONS TO 30000 FT SQ AND ADD 217 SEATS TO A MULTI LEVEL STADIUM STRUCTURE,2020163.0,,,
233,20447,2/1/2017,16-E-02948,7,0051R00150000000,"5230 CENTRE AVE, PITTSBURGH, PA 15232",SHADYSIDE HOSPITAL,,ELECTRICAL WORK RELATED TO 16-B-03832,12500.0,,,
234,20680,2/1/2017,16-E-03462,2,0009P00165000000,"1100 LIBERTY AVE, PITTSBURGH, PA 15222",1100 LIBERTY OWNER LLC,M & J ELECTRICAL CONTRACTING,AMENDMENT TO 16-E-02577 - ELECTRIC RELATED TO 16-B-04529,63000.0,,,
236,20707,2/1/2017,16-E-03500,7,0051R00150000000,"5230 CENTRE AVE, PITTSBURGH, PA 15232",SHADYSIDE HOSPITAL,HANLON ELECTRIC COMPANY,"POWER, DISTRIBUTION EQUIPMEN & LIGHTING ASSOCIATED WITH 16-B-02854",200000.0,,,
237,21000,2/1/2017,17-B-00528,22,0008L00008000000,"115 FEDERAL ST, PITTSBURGH, PA 15212",SPORTS & EXHIBITION AUTH OF PITTSBURGH,MASCARO CONSTRUCTION COMPANY LP,INTERIOR MODIFICATION TO BACKSTOP BEHIND HOME PLATE IN BALLPARK,65000.0,,,
238,21111,2/1/2017,16-B-04399,3,0002G00092000000,"1339 OUR WAY, PITTSBURGH, PA 15219",URBAN REDEVELOPMENT AUTH OF PITTSBURGH,MASCARO CONSTRUCTION COMPANY LP,FOUNDATION PERMIT ONLY - FUTURE UTILITY (GENERAL) STRUCTURE,2200000.0,,,
240,21112,2/1/2017,17-S-00067,7,0051R00150000000,"5230 CENTRE AVE, PITTSBURGH, PA 15232",SHADYSIDE HOSPITAL,GRUNAU COMPANY INC,RELOCATE EXISTING SPRINKLERS TO SUITE (NEW CEILING AND FLOOR PLANS) RELATED TO 16-B-02854,5250.0,,,
241,21406,3/1/2017,17-F-00095,2,0009P00165000000,"1100 LIBERTY AVE, PITTSBURGH, PA 15222",1100 LIBERTY OWNER LLC,KIRBY ELECTRIC,ADD/RELOCATE DEVICES,8785.0,,,
243,21421,3/1/2017,16-E-03095,2,0009P00165000000,"1100 LIBERTY AVE, PITTSBURGH, PA 15222",1100 LIBERTY OWNER LLC,KIRBY ELECTRIC,POWER & LIGHTING RELATED TO 16-B-04039,120500.0,,,
245,21462,3/1/2017,16-M-01551,2,0009P00165000000,"1100 LIBERTY AVE, PITTSBURGH, PA 15222",1100 LIBERTY OWNER LLC,SCALISE INDUSTRIES,"HEAT PUMPS, DUCTWORK, GRILLES & DIFFUSERS RELATED TO 16-B-04039 - ENERGY INSPECTION REQUIRED.",30000.0,,,
247,21488,3/1/2017,16-M-01778,7,0051R00150000000,"5230 CENTRE AVE, PITTSBURGH, PA 15232",SHADYSIDE HOSPITAL,,HVAC ASSOCIATED WITH 16-B-02854,104314.0,,,
248,21692,3/1/2017,16-M-01477,7,0051R00150000000,"5230 CENTRE AVE, PITTSBURGH, PA 15232",SHADYSIDE HOSPITAL,SSM INDUSTRIES INC,HVAC WORK RELATED TO 16-B-03832,33600.0,,,
249,21820,3/1/2017,17-E-00617,2,0001D00190000000,"620 LIBERTY AVE, PITTSBURGH, PA 15222",PITTSBURGH NATIONAL BANK,LIGHTHOUSE ELECTRIC,"POWER DISTRIBUTION EQUIPMENT & LIGHTING, AMENDMENT TO 16-E-02562 ASSOCIATED WITH 17-B-00503",1365000.0,,,
252,21903,3/1/2017,17-S-00078,2,0001D00190000000,"620 LIBERTY AVE, PITTSBURGH, PA 15222",PITTSBURGH NATIONAL BANK,SIMPLEX GRINNELL LP,"INSTALL NEW SPRINKLERS FOR CHANGED ROOM LAYOUT (3RD, 4TH, 5TH, 6TH, 7TH FLOORS)",107950.0,,,
255,22011,3/1/2017,16-B-04039,2,0009P00165000000,"1100 LIBERTY AVE, PITTSBURGH, PA 15222",1100 LIBERTY OWNER LLC,MASCARO CONSTRUCTION COMPANY LP,INTERIOR RENOVATIONS TO 6088 SQ FT OF ENTRANCE LOBBIES AND ELEVATOR LOBBIES RELOCATION OF MAILBOXES FROM CONCOURSE LEVEL TO ELEVATOR LOBBY ON LOWER CONCOURSE LEVEL,582860.0,,,
257,22102,3/1/2017,17-S-00136,7,0051R00150000000,"5230 CENTRE AVE, PITTSBURGH, PA 15232",SHADYSIDE HOSPITAL,GRUNAU COMPANY INC,RELOCATE SPINKLERS,1650.0,,,
